"Data Source","World Development Indicators",

"Last Updated Date","2025-07-01",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Italy","ITA","Population, male","SP.POP.TOTL.MA.IN","24345379","24499041","24665708","24854079","25068368","25290275","25496878","25690965","25862619","26016439","26161791","26292635","26444768","26621969","26793468","26949005","27077124","27184141","27270986","27338635","27419083","27481900","27499319","27503635","27504356","27507168","27504240","27503286","27512281","27526554","27542415","27554086","27565727","27576776","27543758","27535983","27568236","27576475","27574309","27567846","27574847","27590249","27648965","27809474","28032605","28207948","28322823","28491099","28705028","28864720","28981778","29075788","29165574","29241651","29259381","29235207","29215253","29204796","29316363","29130883","28998396","28862431","28813924","28815309","28829387",
"Jamaica","JAM","Population, male","SP.POP.TOTL.MA.IN","784885","797439","810231","823312","836591","849476","861698","873497","885038","896746","909246","922438","936331","951279","966318","980604","994181","1007039","1019505","1032294","1045951","1060701","1076496","1092735","1108313","1121975","1133235","1142591","1151096","1159719","1169297","1180435","1193311","1207130","1220902","1234380","1247457","1259992","1271680","1282364","1291943","1300709","1309197","1317547","1325562","1333057","1339955","1346234","1351956","1357428","1363046","1368889","1374777","1380361","1385344","1389648","1393180","1395853","1397648","1398755","1401936","1404823","1404988","1404742","1403966",
"Jordan","JOR","Population, male","SP.POP.TOTL.MA.IN","436853","459339","481228","503731","529707","562287","602615","650077","701899","753432","800533","841488","877175","909907","941388","972239","1002696","1034002","1067196","1103265","1144460","1191307","1243311","1299891","1360029","1423657","1490817","1561266","1635552","1715456","1873589","2047791","2167566","2291588","2410126","2513010","2595709","2661080","2716625","2768838","2820229","2872657","2928268","2989005","3058414","3132320","3336084","3540719","3621982","3697653","3775114","3867150","3919531","4133022","4557937","4951939","5188008","5302585","5417196","5522154","5618293","5718054","5812290","5903251","5957377",
"Japan","JPN","Population, male","SP.POP.TOTL.MA.IN","45305600","45736728","46197746","46707706","47242057","47791304","48281804","48842286","49446083","50096571","50730182","51933051","52758949","53569167","54322653","55038241","55645504","56202026","56729827","57225003","57691379","58119687","58521440","58925062","59301778","59666791","59979572","60263940","60509071","60743526","60937748","61164619","61371225","61549791","61702062","61827390","61948183","62075148","62220021","62307703","62386184","62508467","62622176","62722148","62707798","62675164","62677599","62716772","62713467","62671554","62649708","62512793","62402451","62301670","62208573","62138522","62105698","62049687","61966362","61875900","61682937","61380214","61088674","60771087","60480020",
"Kazakhstan","KAZ","Population, male","SP.POP.TOTL.MA.IN","4552543","4704282","4858336","5013127","5164873","5311374","5454133","5596588","5738559","5871538","5997419","6124873","6253118","6376198","6494483","6612808","6751011","6910771","7072025","7158065","7205616","7289611","7374345","7462072","7554041","7650794","7773587","7914357","8045922","8157006","8238951","8304192","8332411","8302407","8183435","8021343","7851965","7645594","7426016","7316265","7336216","7372863","7412497","7459283","7516157","7581581","7655343","7739868","7837296","7942051","8048620","8160108","8278128","8402375","8532339","8667148","8808359","8954451","9111411","9283243","9452899","9601078","9748452","9897043","10029906",
"Kenya","KEN","Population, male","SP.POP.TOTL.MA.IN","3815019","3958173","4110971","4272422","4442417","4622033","4809431","5003778","5205466","5413745","5626219","5834132","6040420","6252380","6467416","6685596","6905979","7138925","7388850","7649400","7925671","8214703","8514632","8832443","9164451","9505574","9853165","10207834","10574995","10952983","11337559","11712618","12078720","12444539","12814002","13187141","13560772","13942952","14339585","14765835","15224637","15717172","16226686","16742084","17276859","17822201","18379151","18947276","19533328","20135424","20730324","21308755","21871029","22416778","22944358","23456597","23976290","24499409","24995719","25485390","25983597","26473100","26980543","27517012","28056072",
"Kyrgyz Republic","KGZ","Population, male","SP.POP.TOTL.MA.IN","1042557","1083545","1121788","1161513","1201946","1240690","1281392","1321739","1362414","1400552","1433197","1464529","1497545","1530405","1565426","1599691","1632974","1665856","1697871","1730707","1763741","1798238","1835321","1875259","1908905","1934054","1959464","1984897","2007106","2043862","2086620","2124556","2152481","2154648","2154510","2175699","2205239","2233722","2263133","2295191","2326571","2354484","2382258","2413864","2450078","2485098","2525097","2567947","2610732","2656158","2697679","2741344","2799023","2865849","2933379","3002245","3068637","3129545","3193307","3263531","3329323","3389069","3449173","3510290","3571420",
"Cambodia","KHM","Population, male","SP.POP.TOTL.MA.IN","2735442","2796607","2860247","2923374","2985308","3048589","3113209","3178834","3245479","3313574","3321790","3295495","3305197","3321654","3327149","3193601","2935063","2681733","2431436","2352589","2403212","2445332","2521037","2620678","2724974","2824140","2948258","3092039","3223434","3359342","3520593","3687700","3907377","4161079","4460514","4824125","5189722","5548831","5780993","5888998","5992837","6096565","6200467","6303710","6406267","6509662","6616551","6725386","6837984","6953160","7065974","7177648","7289438","7402332","7515814","7629180","7744218","7854501","7954395","8057385","8180637","8306910","8421853","8533951","8642987",
"Kiribati","KIR","Population, male","SP.POP.TOTL.MA.IN","23238","23847","24479","25130","25802","26503","26989","27244","27485","27870","28409","28942","29469","29953","30160","30101","29994","29849","29695","29847","30304","30770","31250","31741","32245","32864","33621","34408","35201","36007","36785","37482","38090","38658","39212","39788","40444","41154","41856","42538","43237","44062","45008","45957","46894","47840","48791","49775","50814","51901","52962","53831","54519","55157","55758","56367","57121","57987","58859","59751","60859","62041","63132","64231","65279",
"St. Kitts and Nevis","KNA","Population, male","SP.POP.TOTL.MA.IN","25643","25491","25149","24734","24270","23768","23231","22660","22055","21368","20876","20752","20735","20721","20709","20700","20692","20681","20663","20620","20574","20552","20521","20471","20410","20341","20264","20180","20088","19986","19876","19887","20099","20391","20683","20980","21276","21572","21880","22205","22549","22813","22924","22971","23003","23022","23047","23072","23089","23084","22999","22985","23038","23020","22992","22948","22893","22831","22758","22681","22589","22483","22415","22408","22423",
"Korea, Rep.","KOR","Population, male","SP.POP.TOTL.MA.IN","12587784","12970981","13357422","13747229","14124764","14500880","14872206","15215634","15564634","15912742","16256729","16584379","16914521","17234129","17553266","17871063","18162195","18439423","18713813","18992493","19285387","19582008","19879262","20169406","20417687","20621867","20841605","21070059","21301793","21540974","21781913","22016794","22258117","22501078","22747545","22996303","23227749","23450911","23626023","23802243","24010410","24188087","24306978","24413705","24492190","24524772","24636227","24747386","24923739","25041620","25153809","25305966","25372267","25422026","25517037","25592311","25658061","25713287","25808281","25881248","25892321","25836875","25785791","25813829","25830846",
"Kuwait","KWT","Population, male","SP.POP.TOTL.MA.IN","185646","207731","232054","258188","285875","315033","343843","372611","403501","435438","466201","494813","522890","551992","582819","616635","659488","710717","763897","817369","868818","915624","960153","1006257","1048491","1088781","1130827","1172734","1215404","1258721","952998","760174","917807","942993","949178","967034","999558","1036110","1072252","1107952","1143130","1177683","1211472","1244303","1275901","1320684","1385706","1457171","1528877","1601004","1675765","1785282","1912336","2019550","2128009","2252760","2387825","2521594","2662147","2740088","2681545","2645375","2802181","2968226","3039680",
"Latin America & Caribbean (excluding high income)","LAC","Population, male","SP.POP.TOTL.MA.IN","96505514","99206030","101999307","104867075","107795040","110767125","113775370","116814291","119879530","122974455","126089335","129235782","132432040","135670117","138938849","142235375","145565103","148955420","152415366","155911195","159434262","162930962","166410783","169955733","173542963","177125393","180689274","184243116","187805067","191363414","194937383","198487877","202006475","205502011","208962692","212417395","215843716","219245071","222653716","226029968","229295337","232460442","235548952","238556402","241503535","244411520","247287094","250158412","253016964","255833774","258593432","261342233","264086992","266798709","269466890","272055872","274611059","277243656","280000768","282681931","284915624","286600589","288308966","290318688","292361155",
"Lao PDR","LAO","Population, male","SP.POP.TOTL.MA.IN","1048890","1072870","1098050","1123618","1149181","1175563","1202693","1230773","1259938","1290107","1321406","1353831","1387353","1421887","1457050","1490976","1521687","1549723","1577196","1606542","1640001","1678465","1721649","1768682","1818683","1871330","1926277","1983293","2042285","2102857","2164657","2227555","2291143","2355148","2418473","2479731","2538976","2593220","2642345","2689560","2735686","2781605","2826924","2870812","2912707","2956515","3003126","3049366","3095464","3141613","3187793","3233964","3280206","3326527","3372532","3421845","3475459","3530142","3585087","3639812","3693722","3746469","3799149","3851871","3904034",
